SICCode,SICDescription
49530203,Rubbish collection and disposal
49530204,Street refuse systems
49530300,Nonhazardous waste disposal sites
49530301,"Dumps, operation of"
49530302,Sanitary landfill operation
49530303,Sludge disposal sites
49539900,"Refuse systems, nec"
49539901,"Ashes, collection and disposal"
49539902,Dead animal disposal
49539903,Incinerator operation
49539904,Medical waste disposal
49539905,"Recycling, waste materials"
49539906,"Waste materials, disposal at sea"
49539907,Sewage treatment facility
49590000,"Sanitary services, nec"
49590100,"Road, airport, and parking lot maintenance services"
49590101,Snowplowing
49590102,"Sweeping service: road, airport, parking lot, etc."
49590103,Vacuuming of airport runways
49590200,Disease control
49590201,Malaria control
49590300,Toxic or hazardous waste cleanup
49590301,Oil spill cleanup
49590302,Environmental cleanup services
49599900,"Sanitary services, nec, nec"
49599901,Beach maintenance cleaning
49599902,Mosquito eradication
49610000,Steam and air-conditioning supply
49619900,"Steam and air-conditioning supply, nec"
49619901,Air conditioning supply services
49619902,Cooled air supplier
49619903,Steam heating systems (suppliers of heat)
49619904,"Steam supply systems, including geothermal"
49710000,Irrigation systems
49719900,"Irrigation systems, nec"
49719901,"Impounding reservoir, irrigation"
49719902,Water distribution or supply systems for irrigation
50120000,Automobiles and other motor vehicles
50120100,Automotive brokers
50120101,Automobile auction
50120102,Automobiles
50120103,"Trucks, noncommercial"
50120104,"Vans, noncommercial"
50120200,Commercial vehicles
50120201,Ambulances
50120202,Busses
50120203,Fire trucks
50120204,Taxicabs
50120205,"Trailers for trucks, new and used"
50120206,Truck bodies
50120207,Truck tractors
50120208,"Trucks, commercial"
50120209,"Vans, commercial"
50120300,"Recreational vehicles, motor homes, and trailers"
50120301,Campers (pickup coaches) for mounting on trucks
50120302,Motor homes
50120303,"Motor vehicles, kit form"
50120304,Pop-up campers
50120305,"Recreation vehicles, all-terrain"
50120306,Snowmobiles
50120307,Trailers for passenger vehicles
50120400,Motorized cycles
50120401,Mopeds
50120402,Motor scooters
50120403,Motorcycles
50130000,Motor vehicle supplies and new parts
50130100,Automotive supplies and parts
50130101,Alternators
50130102,Automobile glass
50130103,Automotive batteries
50130104,Automotive brakes
50130105,Automotive engines and engine parts
50130106,Automotive hardware
50130107,Automotive stampings
50130108,Automotive supplies
50130109,Automotive trim
50130110,Bumpers
50130111,Clutches
50130112,"Exhaust systems (mufflers, tail pipes, etc.)"
50130113,"Filters, air and oil"
50130114,"Heaters, motor vehicle"
50130115,"Pumps, oil and gas"
50130116,Radiators
50130117,Seat belts
50130118,"Springs, shock absorbers and struts"
50130119,Truck parts and accessories
50130120,"Wheels, motor vehicle"
50130121,"Body repair or paint shop supplies, automotive"
50130200,Automotive servicing equipment
50130201,Automobile service station equipment
50130202,Garage service equipment
50130203,"Testing equipment, electrical: automotive"
50130204,"Testing equipment, engine"
50130205,"Tools and equipment, automotive"
50139900,"Motor vehicle supplies and new parts, nec"
50139901,Motorcycle parts
50139902,Seat covers
50139903,Trailer parts and accessories
50140000,Tires and tubes
50149900,"Tires and tubes, nec"
50149901,Automobile tires and tubes
50149902,Motorcycle tires and tubes
50149903,Tire and tube repair materials
50149904,"Tires, used"
50149905,Truck tires and tubes
50150000,"Motor vehicle parts, used"
50150100,"Automotive parts and supplies, used"
50150101,"Automotive accessories, used, nec"
50150102,"Automotive supplies, used: wholesale and retail"
50150103,"Batteries, used: automotive"
50150104,"Engines, used"
50150105,"Hardware, used: automotive"
50150200,"Automotive servicing equipment, used"
50150201,"Garage service equipment, used"
50150202,"Testing equipment, electrical, used: automotive"
50150203,"Tools and equipment, used: automotive"
50159900,"Motor vehicle parts, used, nec"
50159901,"Tires, used: retail only"
50159902,"Trailer parts and accessories, used"
50159903,"Wheels, used: motor vehicle"
50210000,Furniture
50210100,Office and public building furniture
50210101,Bar furniture
50210102,Cafeteria furniture
50210103,Church pews
50210104,Filing units
50210105,Lockers
50210106,"Office furniture, nec"
50210107,"Public building furniture, nec"
50210108,"Restaurant furniture, nec"
50210109,School desks
50210110,Theater seats
50210200,Household furniture
50210201,Dining room furniture
50210202,Dressers
50210203,Juvenile furniture
50210204,Sofas and couches
50210205,"Tables, occasional"
50210300,Beds and bedding
50210301,Beds
50210302,Bedsprings
50210303,Mattresses
50210304,Waterbeds
50219900,"Furniture, nec"
50219901,Bookcases
50219902,Chairs
50219903,"Desks, nec"
50219904,"Outdoor and lawn furniture, nec"
50219905,Racks
50219906,Shelving
50219907,Unfinished furniture
50230000,Homefurnishings
50230100,Kitchenware
50230101,Aluminumware
50230102,China
50230103,Crockery
50230104,Glassware
50230105,"Kitchen tools and utensils, nec"
50230106,Stainless steel flatware
50230107,Tupperware
50230108,"Grills, barbecue"
50230200,Linens and towels
50230201,Bedspreads
50230202,Blankets
50230203,"Linens, table"
50230204,Pillowcases
50230205,"Sheets, textile"
50230206,Slip covers (furniture)
50230207,Towels
50230300,Window furnishings
50230301,Curtains
50230302,Draperies
50230303,Venetian blinds
50230304,Vertical blinds
50230305,Window covering parts and accessories
50230306,Window shades
50230400,Floor coverings
50230401,Carpets
50230402,Floor cushion and padding
50230403,Resilient floor coverings: tile or sheet
50230404,Rugs
50230405,Wood flooring
50230500,Decorative home furnishings and supplies
50230501,Decorating supplies
50230502,"Frames and framing, picture and mirror"
50230503,"Mirrors and pictures, framed and unframed"
50230504,Pottery
50239900,"Homefurnishings, nec"
50239901,Fireplace equipment and accessories
50239902,"Home furnishings, wicker, rattan or reed"
50239903,"Lamps: floor, boudoir, desk"
50310000,"Lumber, plywood, and millwork"
50310100,"Building materials, exterior"
50310101,"Fencing, wood"
50310102,"Shingles, wood"
50310103,"Siding, wood"
50310104,"Trim, sheet metal"
50310200,"Building materials, interior"
50310201,Enameled tileboard
50310202,"Molding, all materials"
50310203,"Paneling, wood"
50310204,Veneer
50310205,Wallboard
50310300,Doors and windows
50310301,"Door frames, all materials"
50310302,"Doors, combination, screen-storm"
50310303,"Doors, garage"
50310304,"Doors, nec"
50310305,"Metal doors, sash and trim"
50310306,"Window frames, all materials"
50310307,Windows
50310308,"Skylights, all materials"
50319900,"Lumber, plywood, and millwork, nec"
50319901,"Composite board products, woodboard"
50319902,Hardboard
50319903,Kitchen cabinets
50319904,"Lumber: rough, dressed, and finished"
50319905,Medium density fiberboard
50319906,Millwork
50319907,"Pallets, wood"
50319908,Particleboard
50319909,Plywood
50319910,"Structural assemblies, prefabricated: wood"
50320000,"Brick, stone, and related material"
50320100,Paving materials
50320101,Asphalt mixture
50320102,Paving mixtures
50320200,Plastering materials
50320201,Drywall materials
50320202,Stucco
50320300,Tile and clay products
50320301,"Ceramic construction materials, excluding refractory"
50320302,"Ceramic wall and floor tile, nec"
50320303,"Clay construction materials, except refractory"
50320304,"Sewer pipe, clay"
50320305,Terra cotta
50320306,"Tile, clay or other ceramic, excluding refractory"
50320307,"Tile, structural clay"
50320400,Building stone
50320401,Granite building stone
50320402,Marble building stone
50320500,Concrete and cinder building products
50320501,Cinders
50320502,Concrete and cinder block
50320503,Concrete building products
50320504,Concrete mixtures
50320600,Lime building products
50320601,"Lime, except agricultural"
50320602,Limestone
50329900,"Brick, stone, and related material, nec"
50329901,Aggregate
50329902,"Brick, except refractory"
50329903,"Building blocks, nec"
50329904,Cement
50329905,Gravel
50329906,Masons' materials
50329907,"Sand, construction"
50329908,"Stone, crushed or broken"
50330000,"Roofing, siding, and insulation"
50330100,Roofing and siding materials
50330101,Asphalt felts and coating
50330102,"Felts, tarred"
50330103,"Roofing, asphalt and sheet metal"
50330104,"Shingles, except wood"
50330105,"Siding, except wood"
50330200,Insulation materials
50330201,Fiberglass building materials
50330202,"Insulation, thermal"
50330203,Mineral wool insulation materials
50390000,"Construction materials, nec"
50390100,Prefabricated structures
50390101,Metal buildings
50390102,Mobile homes
50390103,Prefabricated buildings
50390104,"Structural assemblies, prefabricated: non- wood"
50390105,Mobile offices and commercial units
50390200,Glass construction materials
50390201,Exterior flat glass: plate or window
50390202,Interior flat glass: plate and window
50399900,"Construction materials, nec, nec"
50399901,"Air ducts, sheet metal"
50399902,Architectural metalwork
50399903,Awnings
50399904,Ceiling systems and products
50399905,"Doors, sliding"
50399906,"Eavestroughing, parts and supplies"
50399907,Flue linings
50399908,Grain storage bins
50399909,Joists
50399910,"Lockers, construction"
50399911,Septic tanks
50399912,Soil erosion control fabrics
50399913,"Wire fence, gates, and accessories"
50399914,Metal guardrails
50430000,Photographic equipment and supplies
50430100,Photographic processing equipment
50430101,Darkroom apparatus
50430102,"Developing apparatus, photographic"
50430103,"Printing apparatus, photographic"
50430200,Cameras and photographic equipment
50430201,Identity recorders for photographing checks or fingerprints
50430202,"Photographic cameras, projectors, equipment and supplies"
50430300,Motion picture equipment
50430301,"Motion picture cameras, equipment, and supplies"
50430302,Motion picture studio and theater equipment
50430303,"Projection apparatus, motion picture and slide"
50440000,Office equipment
50440100,Calculating machines
50440101,"Accounting machines, excluding machine program readable type"
50440102,Adding machines
50440103,Cash registers
50440104,"Calculators, electronic"
50440200,Copying equipment
50440201,Blueprinting equipment
50440202,Brownprinting equipment
50440203,Duplicating machines
50440204,Microfilm equipment
50440205,Micrographic equipment
50440206,Mimeograph machines
50440207,Photocopy machines
50440208,Whiteprinting equipment
50440300,Typewriter and dictation equipment
50440301,Dictating machines
50440302,Typewriters
50440400,Addressing and mailing machines
50440401,Addressing machines
50440402,Mailing machines
50449900,"Office equipment, nec"
50449901,Bank automatic teller machines
50449902,"Check writing, signing, and endorsing machines"
50449903,Vaults and safes
50450000,"Computers, peripherals, and software"
50450100,Computer peripheral equipment
50450101,Disk drives
50450102,Keying equipment
50450103,"Printers, computer"
50450104,"Terminals, computer"
50459900,"Computers, peripherals, and software, nec"
50459901,Accounting machines using machine readable programs
50459902,Anti-static equipment and devices
50459903,Computer software
50459904,"Computers and accessories, personal and home entertainment"
50459905,"Computers, nec"
50459906,Mainframe computers
50459907,Word processing equipment
50460000,"Commercial equipment, nec"
50460100,Store fixtures and display equipment
50460101,"Display equipment, except refrigerated"
50460102,Mannequins
50460103,Neon signs
50460104,Partitions
50460105,"Shelving, commercial and industrial"
50460106,"Signs, electrical"
50460107,Store equipment
50460108,Store fixtures
50460200,Coin-operated equipment
50460201,Merchandising machines
50460202,"Phonographs, coin-operated"
50460203,"Vending machines, coin-operated"
50460300,Commercial cooking and food service equipment
50460301,Bakery equipment and supplies
50460302,Coffee brewing equipment and supplies
50460303,"Cooking equipment, commercial"
50460304,Food warming equipment
50460305,"Ovens, microwave: commercial"
50460306,"Restaurant equipment and supplies, nec"
50460307,"Soda fountain fixtures, except refrigerated"
50469900,"Commercial equipment, nec, nec"
50469901,"Balances, excluding laboratory"
50469902,Coin counters
50469903,Hotel equipment and supplies
50469904,"Lockers, not refrigerated"
50469905,Parking meters
50469906,Price marking equipment and supplies
50469907,"Scales, except laboratory"
50469908,Store machines
50469909,Taxi meters
50469910,"Teaching machines, electronic"
50470000,Medical and hospital equipment
50470100,Hospital equipment and furniture
50470101,"Beds, hospital"
50470102,"Hospital equipment and supplies, nec"
50470103,Hospital furniture
50470104,"Instruments, surgical and medical"
50470105,Oxygen therapy equipment
50470106,Patient monitoring equipment
50470107,Physician equipment and supplies
50470108,Surgical equipment and supplies
50470109,X-ray machines and tubes
50470200,Dental equipment and supplies
50470201,Dental laboratory equipment
50470202,Dentists' professional supplies
50470300,Medical equipment and supplies
50470301,Artificial limbs
50470302,"Baths, whirlpool"
50470303,"Diagnostic equipment, medical"
50470304,Electro-medical equipment
50470305,"Glass, medical"
50470306,Hearing aids
50470307,Incontinent care products and supplies
50470308,Medical laboratory equipment
50470309,Orthopedic equipment and supplies
50470310,Technical aids for the handicapped
50470311,Therapy equipment
50479900,"Medical and hospital equipment, nec"
50479901,Industrial safety devices: first aid kits and masks
50479902,Veterinarians' equipment and supplies
50479903,X-ray film and supplies
50480000,Ophthalmic goods
50489900,"Ophthalmic goods, nec"
50489901,Contact lenses
50489902,"Frames, ophthalmic"
50489903,"Lenses, ophthalmic"
50489904,Optometric equipment and supplies
50490000,"Professional equipment, nec"
50490100,Scientific and engineering equipment and supplies
50490101,Analytical instruments
50490102,"Engineers' equipment and supplies, nec"
50490103,"Laboratory equipment, except medical or dental"
50490104,Optical goods
50490105,Precision tools
50490106,Scientific instruments
50490107,Scientific recording equipment
50490108,Surveyor's instruments
50499900,"Professional equipment, nec, nec"
50499901,Bank equipment and supplies
50499902,Drafting supplies
50499903,Law enforcement equipment and supplies
50499904,Metal locating equipment and accessories
50499905,Religious supplies
50499906,School supplies
50499907,Theatrical equipment and supplies
50510000,Metals service centers and offices
50510100,"Metal wires, ties, cables, and screening"
50510101,"Bale ties, wire"
50510102,"Cable, wire"
50510103,"Reinforcement mesh, wire"
50510104,"Rods, wire (not insulated)"
50510105,"Rope, wire (not insulated)"
50510106,Wire screening
50510107,"Wire, nec"
50510200,Iron and steel (ferrous) products
50510201,"Bearing piles, iron or steel"
50510202,"Black plate, iron or steel"
50510203,Cast iron pipe
50510204,"Castings, rough: iron or steel"
50510205,Concrete reinforcing bars
50510206,Ferroalloys
50510207,Ferrous metals
50510208,"Forgings, ferrous"
50510209,"Forms, concrete construction (steel)"
50510210,Iron or steel flat products
50510211,Iron or steel semifinished products
50510212,Pig iron
50510213,"Piling, iron and steel"
50510214,"Pipe and tubing, steel"
50510215,Rails and accessories
50510216,Steel
50510217,"Structural shapes, iron or steel"
50510218,Terneplate
50510219,Track spikes
50510220,Steel decking
50510300,Copper products
50510301,Copper
50510302,"Copper sheets, plates, bars, rods, pipes, etc., nec"
50510400,Miscellaneous nonferrous products
50510401,Anode metal
50510402,Lead
50510403,Mercury
50510404,"Nonferrous metal sheets, bars, rods, etc., nec"
50510405,"Tin and tin base metals, shapes, forms, etc., nec"
50510406,Tin plate
50510407,Tin plate bars
50510408,Zinc
50519900,"Metals service centers and offices, nec"
50519901,"Aluminum bars, rods, ingots, sheets, pipes, plates, etc."
50519902,"Bars, metal"
50519903,Foundry products
50519904,Ingots
50519905,Nails
50519906,"Plates, metal"
50519907,"Rods, metal"
50519908,"Sheets, galvanized or other coated"
50519909,"Sheets, metal"
50519910,"Strip, metal"
50519911,"Tubing, metal"
50519912,"Stampings, metal"
50520000,Coal and other minerals and ores
50520100,Metallic ores
50520101,Copper ore
50520102,Gold ore
50520103,Iron ore
50520104,Lead ore
50520105,Silver ore
50520106,Zinc ore
50520200,Coal and coke
50520201,Coal
50520202,Coke
50529900,"Coal and other minerals and ores, nec"
50529901,Metallic concentrates
50529902,Nonmetallic minerals and concentrate
50529903,Sulfur
50630000,Electrical apparatus and equipment
50630100,Transformers and transmission equipment
50630101,Bus bars and trolley ducts
50630102,Pole line hardware
50630103,"Power transmission equipment, electric"
50630104,"Transformers, electric"
50630105,Unit substations
50630200,Electrical fittings and construction materials
50630201,"Boxes and fittings, electrical"
50630202,Cable conduit
50630203,Circuit breakers
50630204,Conduits and raceways
50630205,Electrical construction materials
50630206,"Electrical supplies, nec"
50630207,Fuses and accessories
50630208,Ground fault interrupters
50630209,"Hanging and fastening devices, electrical"
50630210,"Insulators, electrical"
50630211,"Lugs and connectors, electrical"
50630212,Panelboards
50630213,"Receptacles, electrical"
50630214,Safety switches
50630215,"Service entrance equipment, electrical"
50630216,Switchboards
50630217,"Switches, except electronic, nec"
50630218,Switchgear
50630219,Time switches
50630220,Wiring devices
50630300,Wire and cable
50630301,Apparatus wire and cordage
50630302,Building wire and cable
50630303,"Control and signal wire and cable, including coaxial"
50630304,Electronic wire and cable
50630305,Power wire and cable
50630306,Telephone and telegraph wire and cable
50630400,Lighting fixtures
50630401,Light bulbs and related supplies
50630402,Lighting fittings and accessories
50630403,"Lighting fixtures, commercial and industrial"
50630404,"Lighting fixtures, residential"
50630500,Electric alarms and signaling equipment
50630501,"Alarm systems, nec"
50630502,Burglar alarm systems
50630503,Fire alarm systems
50630504,"Signaling equipment, electrical"
50630505,"Door chimes, electric"
50630600,Batteries
50630601,"Batteries, dry cell"
50630602,"Storage batteries, industrial"
50639900,"Electrical apparatus and equipment, nec"
50639901,"Antennas, receiving, satellite dishes"
50639902,Flashlights
50639903,Generators
50639904,"Motor controls, starters and relays: electric"
50639905,"Motors, electric"
50640000,"Electrical appliances, television and radio"
50640100,"Electrical appliances, major"
50640101,"Clothes dryers, electric and gas"
50640102,Dishwashers
50640103,Garbage disposals
50640104,Ranges
50640105,Refrigerators and freezers
50640106,Washing machines
50640107,"Water heaters, electric"
50640200,Electrical entertainment equipment
50640201,High fidelity equipment
50640202,"Radios, motor vehicle"
50640203,"Radios, nec"
50640204,Tape players and recorders
50640205,Television sets
50640206,Video cassette recorders and accessories
50640207,Video camera-audio recorders (camcorders)
50640300,Air conditioning appliances
50640301,"Air conditioning room units, self-contained"
50640302,"Dehumidifiers, portable"
50640303,"Fans, household: electric"
50640304,"Humidifiers, portable"
50649900,"Electrical appliances, television and radio, nec"
50649901,"Answering machines, telephone"
50649902,"Appliance parts, household"
50649903,"Electric household appliances, nec"
50649904,Electric razors
50649905,Irons
50649906,"Microwave ovens, non-commercial"
50649907,Percolators
50649908,"Sewing machines, household: electric"
50649909,Suntanning equipment and supplies
50649910,"Vacuum cleaners, household"
50649911,"Vacuum cleaners, nec"
50650000,"Electronic parts and equipment, nec"
50650100,Telephone and telegraphic equipment
50650101,Mobile telephone equipment
50650102,Telegraph equipment
50650103,Telephone equipment
50650104,Teletype equipment
50650200,Communication equipment
50650201,Amateur radio communications equipment
50650202,"Electronic tubes: receiving and transmitting, or industrial"
50650203,Facsimile equipment
50650204,"Intercommunication equipment, electronic"
50650205,"Modems, computer"
50650206,Paging and signaling equipment
50650207,Public address equipment
50650208,"Sound equipment, electronic"
50650300,Electronic parts
50650301,"Capacitors, electronic"
50650302,"Cassettes, recording"
50650303,"Coils, electronic"
50650304,"Condensers, electronic"
50650305,"Connectors, electronic"
50650306,Diodes
50650307,"Rectifiers, electronic"
50650308,"Resistors, electronic"
50650309,Semiconductor devices
50650310,"Transformers, electronic"
50650311,Transistors
50650400,Radio and television equipment and parts
50650401,Cathode ray picture tubes
50650402,Citizens band radios
50650403,Closed circuit TV
50650404,"Radio parts and accessories, nec"
50650405,Radio receiving and transmitting tubes
50650406,Television receiving and transmitting tubes
50650407,Transmitters
50650408,"TV parts and accessories, nec"
50650409,"Video equipment, electronic"
50659900,"Electronic parts and equipment, nec, nec"
50659901,"Diskettes, computer"
50659902,Magnetic recording tape
50659903,Security control equipment and systems
50659904,"Tapes, audio and video recording"
50659905,Radar detectors
50720000,Hardware
50720100,"Bolts, nuts, and screws"
50720101,Bolts
50720102,Nuts (hardware)
50720103,Rivets
50720104,Screws
50720200,Hand tools
50720201,Cutlery
50720202,"Garden tools, hand"
50720300,Power tools and accessories
50720301,Power handtools
50720302,Saw blades
50720400,Miscellaneous fasteners
50720401,Brads
50720402,Staples
50720403,Tacks
50729900,"Hardware, nec"
50729901,"Builders' hardware, nec"
50729902,Casters and glides
50729903,Chains
50729904,"Furniture hardware, nec"
50729905,Nozzles
50729906,Padlocks
50729907,"Security devices, locks"
50729908,Shelf or light hardware
50729909,Washers (hardware)
50740000,Plumbing and hydronic heating supplies
50740100,Water heaters and purification equipment
50740101,"Water heaters, except electric"
50740102,Water purification equipment
50740103,Water softeners
50740200,Heating equipment (hydronic)
50740201,"Boilers, hot water heating"
50740202,"Boilers, power (industrial)"
50740203,"Boilers, steam"
50740204,Convectors
50740205,"Fireplaces, prefabricated"
50740206,"Furnaces, except electric and warm air"
50740207,Gas burners
50740208,"Heating equipment and panels, solar"
50740209,Oil burners
50740210,"Radiators and parts, except electric"
50740211,"Sauna heaters, except electric"
50740300,Plumbing fittings and supplies
50740301,Pipe and boiler covering
50740302,"Pipes and fittings, plastic"
50740303,Plumbers' brass goods and fittings
50740304,Plumbing and heating valves
50740305,Steam fittings
50749900,"Plumbing and hydronic heating supplies, nec"
50749901,"Sanitary ware, china or enameled iron"
50749902,"Sanitary ware, metal"
50749903,"Stoves, wood burning"
50750000,Warm air heating and air conditioning
50750100,Air conditioning and ventilation equipment and supplies
50750101,"Air conditioning equipment, except room units, nec"
50750102,Air filters
50750103,Air pollution control equipment and supplies
50750104,Automotive air conditioners
50750105,"Compressors, air conditioning"
50750106,"Condensing units, air conditioning"
50750107,"Dehumidifiers, except portable"
50750108,Dust collecting equipment
50750109,"Fans, heating and ventilation equipment"
50750110,"Humidifiers, except portable"
50750111,Ventilating equipment and supplies
50750200,Warm air heating equipment and supplies
50750201,Electrical heating equipment
50750202,"Furnaces, heating: electric"
50750203,"Furnaces, warm air"
50750204,Heat exchangers
50750205,Thermostats
50780000,Refrigeration equipment and supplies
50780100,Refrigerated display equipment
50780101,"Display cases, refrigerated"
50780102,Ice cream cabinets
50780103,"Show cases, refrigerated"
50780200,Refrigerated beverage dispensers
50780201,Beverage coolers
50780202,"Drinking water coolers, mechanical"
50780203,"Soda fountain equipment, refrigerated"
50780300,Commercial refrigeration equipment
50780301,Cold storage machinery
50780302,"Fixtures, refrigerated"
50780303,"Refrigerators, commercial (reach-in and walk- in)"
50789900,"Refrigeration equipment and supplies, nec"
50789901,"Condensing units, refrigeration"
50789902,Ice making machines
50789903,"Refrigeration units, motor vehicles"
50820000,Construction and mining machinery
50820100,Road construction equipment
50820101,Pavers
50820102,Road construction and maintenance machinery
50820103,Tracklaying equipment
50820200,Logging and forestry machinery and equipment
50820201,Forestry equipment
50820202,Logging equipment and supplies
50820300,General construction machinery and equipment
50820301,Concrete processing equipment
50820302,Contractor's materials
50820303,"Cranes, construction"
50820304,Excavating machinery and equipment
50820305,Ladders
50820306,Masonry equipment and supplies
50820307,Scaffolding
50820308,"Tractors, construction"
50820400,"Mining machinery and equipment, except petroleum"
50820401,Bituminous coal processing equipment
50820402,"Crushing, pulverizing and screening machinery"
50820403,"Dredges and draglines, except ships"
50820404,Mineral beneficiation machinery
50820405,Quarrying machinery and equipment
50820406,Wellpoints (drilling equipment)
50829900,"Construction and mining machinery, nec"
50829901,Bailey bridges
50829902,"Blades for graders, scrapers, dozers, and snow plows"
50829903,Front end loaders
50829904,"Graders, motor"
50829905,"Mixers, construction and mining"
50829906,Oil field equipment
50829907,Power shovels
50829908,Tractor-mounting equipment
50830000,Farm and garden machinery
50830100,Poultry and livestock equipment
50830101,Livestock equipment
50830102,Poultry equipment
50830200,Lawn and garden machinery and equipment
50830201,"Garden machinery and equipment, nec"
50830202,Landscaping equipment
50830203,Lawn machinery and equipment
50830204,"Mowers, power"
50830300,Agricultural machinery and equipment
50830301,"Agricultural machinery, nec"
50830302,Cultivating machinery and equipment
50830303,Farm equipment parts and supplies
50830304,Farm implements
50830305,Grain elevators equipment and supplies
50830306,"Harvesting machinery and equipment, nec"
50830307,Haying machinery
50830308,Irrigation equipment
50830309,"Land preparation machinery, agricultural"
50830310,Planting machinery and equipment
50830311,"Shears, farm and garden"
50830312,"Tractors, agricultural"
50830313,Wind machines (frost protection equipment)
50830400,Dairy machinery and equipment
50830401,"Cream separators, farm"
50830402,Milking machinery and equipment
50839900,"Farm and garden machinery, nec"
50839901,Hydroponic equipment and supplies
50840000,Industrial machinery and equipment
50840100,Food industry machinery
50840101,Alcoholic beverage making equipment and supplies
50840102,"Brewery products manufacturing machinery, commercial"
50840103,Citrus processing machinery
50840104,"Cream separators, except farm"
50840105,"Dairy products manufacturing machinery, nec"
50840106,"Fish processing machinery, equipment and supplies"
50840107,Food product manufacturing machinery
50840108,Milk products manufacturing machinery and equipment
50840200,Textile and leather machinery
50840201,"Sewing machines, industrial"
50840202,Shoe manufacturing and repairing machinery
50840203,Tannery machines
50840204,Textile machinery and equipment
50840300,"Paper, sawmill, and woodworking machinery"
50840301,Chainsaws
50840302,Paper manufacturing machinery
50840303,Pulp (wood) manufacturing machinery
50840304,Sawmill machinery and equipment
50840305,Woodworking machinery
50840400,Petroleum industry machinery
50840401,Derricks
50840402,Drilling bits
50840403,"Drilling equipment, excluding bits"
50840404,"Oil refining machinery, equipment, and supplies"
50840405,"Oil well machinery, equipment, and supplies"
50840406,Rebuilding and sale of oil field tool joints
50840500,Machine tools and metalworking machinery
50840501,"Blanks, tips, and inserts"
50840502,Counterbores
50840503,Countersinks
50840504,Hobs
50840505,Industrial machine parts
50840506,Jigs
50840507,Machine tools and accessories
50840508,Machinists' precision measuring tools
50840509,Metal refining machinery and equipment
50840510,Metalworking machinery
50840511,"Metalworking tools, nec (such as drills, taps, dies, files)"
50840512,Reamers
50840513,Smelting machinery and equipment
50840514,Tapping attachments
50840515,Threading tools
50840516,Tool and die makers equipment
50840517,"Tool holders (e.g., chucks, turrets)"
50840518,Welding machinery and equipment
50840600,Engines and transportation equipment
50840601,"Engines and parts, air-cooled"
50840602,"Engines and parts, diesel"
50840603,"Engines, gasoline"
50840604,Fuel injection systems
50840605,Lift trucks and parts
50840606,"Tractors, industrial"
50840607,"Trailers, industrial"
50840608,"Trucks, industrial"
50840700,Instruments and control equipment
50840701,Controlling instruments and accessories
50840702,Indicating instruments and accessories
50840703,"Measuring and testing equipment, electrical"
50840704,"Meters, consumption registering"
50840705,Noise control equipment
50840706,"Pollution control equipment, air (environmental)"
50840707,"Pollution control equipment, water (environmental)"
50840708,Recording instruments and accessories
50840800,Materials handling machinery
50840801,Conveyor systems
50840802,"Cranes, industrial"
50840803,Elevators
50840804,Hoists
50840805,"Pumps and pumping equipment, nec"
50840806,"Stackers, industrial"
50840807,Water pumps (industrial)
50840808,Winches
50840900,Processing and packaging equipment
50840901,"Cleaning equipment, high pressure, sand or steam"
50840902,Compaction equipment
50840903,"Compressors, except air conditioning"
50840904,Crushing machinery and equipment
50840905,Packaging machinery and equipment
50840906,"Paint spray equipment, industrial"
50840907,Pneumatic tools and equipment
50840908,Pulverizing machinery and equipment
50840909,Screening machinery and equipment
50840910,Waste compactors
50849900,"Industrial machinery and equipment, nec"
50849901,Cement making machinery
50849902,Chemical process equipment
50849903,"Fans, industrial"
50849904,"Heat exchange equipment, industrial"
50849905,Hydraulic systems equipment and supplies
50849906,Plastic products machinery
50849907,Power plant machinery
50849908,"Printing trades machinery, equipment, and supplies"
50849909,Propane conversion equipment
50849910,"Recapping machinery, for tires"
50849911,"Robots, industrial"
50849912,Safety equipment
50849913,"Tanks, storage"
50849914,Recycling machinery and equipment
50850000,Industrial supplies
50850100,Commercial containers
50850101,"Barrels, new or reconditioned"
50850102,"Bins and containers, storage"
50850103,Box shooks
50850104,"Boxes, crates, etc., other than paper"
50850105,Cans for fruits and vegetables
50850106,Cooperage stock
50850107,"Crates, except paper"
50850108,"Drums, new or reconditioned"
50850109,Glass bottles
50850110,"Pails, metal"
50850111,Plastic bottles
50850200,"Hose, belting, and packing"
50850201,"Leather belting, packing"
50850202,"Packing, industrial"
50850300,"Valves, pistons, and fittings"
50850301,Hydraulic and pneumatic pistons and valves
50850302,Industrial fittings
50850303,Valves and fittings
50850400,Fasteners and fastening equipment
50850401,"Fasteners, industrial: nuts, bolts, screws, etc."
50850402,Grommets
50850403,Staplers and tackers
50850500,"Bearings, bushings, wheels, and gears"
50850501,Bearings
50850502,Gears
50850503,Industrial wheels
50850504,Sprockets
50850600,Industrial tools
50850601,"Brushes, industrial"
50850602,Electric tools
50850603,"Knives, industrial"
50850604,"Tools, nec"
50850700,"Rope, cord, and thread"
50850701,Cordage
50850702,Industrial sewing thread
50850703,"Rope, except wire rope"
50850704,Twine
50850800,Abrasives and adhesives
50850801,Abrasives
50850802,"Adhesives, tape and plasters"
50850803,Bort
50850900,Power transmission equipment and apparatus
50850901,"Chains, power transmission"
50851000,Gaskets and seals
50851001,Gaskets
50851002,"Seals, industrial"
50859900,"Industrial supplies, nec"
50859901,Bottler supplies
50859902,"Crowns and closures, metal"
50859903,"Diamonds, industrial: natural, crude"
50859904,"Filters, industrial"
