SICCode,SICDescription,SIC Only Auxilary Code 1,SIC Only Auxilary Code 2,SIC Only Auxilary Code 3
67999900,"Investors, nec, nec",X,,
67999901,Investment clubs,X,,
67999902,Security speculators for own account,X,,
67999903,"Tax liens: holding, buying and selling",X,,
67999904,Venture capital companies,X,,
67999905,"Real estate investors, except property operators",X,,
70110000,Hotels and motels,HTL,,
70110100,Motels,HTL,,
70110101,"Motel, franchised",HTL,,
70110200,Vacation lodges,HTL,,
70110201,Ski lodge,HTL,,
70110202,"Tourist camps, cabins, cottages, and courts",HTL,,
70110300,Hotels,HTL,,
70110301,Casino hotel,GHT,,
70110302,"Hotel, franchised",HTL,,
70110303,Resort hotel,HTL,,
70110304,"Resort hotel, franchised",HTL,,
70110305,Seasonal hotel,HTL,,
70110306,YMCA/YMHA hotel,CMS,,
70110307,YWCA/YWHA hotel,CMS,,
70110400,Inns,HTL,,
70110401,Bed and breakfast inn,HTL,,
70110402,Motor inn,HTL,,
70119900,"Hotels and motels, nec",HTL,,
70119901,Hostels,HTL,,
70210000,Rooming and boarding houses,HTL,,
70219900,"Rooming and boarding houses, nec",HTL,,
70219901,"Dormitory, commercially operated",HTL,,
70219902,Furnished room rental,HTL,,
70219903,"Lodging house, except organization",HTL,,
70320000,Sporting and recreational camps,CRV,,
70320100,Recreational camps,CRV,,
70320101,Cabin camp,CRV,,
70320102,Dude ranch,CRV,,
70320103,Nudist camp,CRV,,
70320200,Youth camps,CRV,,
70320201,Boys' camp,CRV,,
70320202,Girls' camp,CRV,,
70320203,"Summer camp, except day and sports instructional",CRV,,
70320300,Sporting camps,NO,,
70320301,Fishing camp,CRV,,
70320302,Hunting camp,CRV,,
70329900,"Sporting and recreational camps, nec",CRV,,
70329901,Bible camp,CRV,,
70330000,Trailer parks and campsites,CRV,,
70339900,"Trailer parks and campsites, nec",CRV,,
70339901,Campgrounds,CRV,,
70339902,Campsite,CRV,,
70339903,Recreational vehicle parks,CRV,,
70339904,Trailer park,NO,,
70410000,Membership-basis organization hotels,HTL,,
70410100,Fraternities and sororities,STL,,
70410101,"Boarding house, fraternity and sorority",STL,,
70410102,Fraternity residential house,STL,,
70410103,Sorority residential house,STL,,
70410200,Rooming houses,STL,,
70410201,"Boarding house, organization",STL,,
70410202,"Lodging house, organization",STL,,
70419900,"Membership-basis organization hotels, nec",HTL,,
70419901,"Residence club, organization",STL,,
72110000,"Power laundries, family and commercial",LAU,,
72119900,"Power laundries, family and commercial, nec",LAU,,
72119901,Laundry collecting and distributing outlet,LAU,,
72120000,Garment pressing and cleaners' agents,LAU,,
72120100,Laundry and drycleaner agents,LAU,,
72120101,"Pickup station, laundry and drycleaning",LAU,,
72120102,"Retail agent, laundry and drycleaning",LAU,,
72120103,"Truck route, laundry and drycleaning",NO,,
72120104,Valet apparel service,AWK,,
72120200,Garment pressing,LAU,,
72120201,"Bobtailer, laundry and drycleaning",LAU,,
72130000,Linen supply,X,,
72130100,"Linen supply, non-clothing",X,,
72130101,Table cover supply,X,,
72130102,Towel supply,X,,
72130200,"Linen supply, clothing",X,,
72130201,Apron supply,X,,
72130202,Coat supply,X,,
72130203,Shirt supply,X,,
72130204,Uniform supply,X,,
72150000,Coin-operated laundries and cleaning,LAU,,
72159900,"Coin-operated laundries and cleaning, nec",LAU,,
72159901,"Drycleaning, coin-operated",LAU,,
72159902,"Laundry machine routes, coin-operated",NO,,
72159903,"Laundry, coin-operated",LAU,,
72160000,"Drycleaning plants, except rugs",LAU,,
72169900,"Drycleaning plants, except rugs, nec",LAU,,
72169901,"Cleaning and dyeing, except rugs",LAU,,
72169902,"Drapery, curtain drycleaning",LAU,,
72169903,Drycleaning collecting and distributing agency,LAU,,
72170000,Carpet and upholstery cleaning,CLS,,
72170100,Carpet and upholstery cleaning on customer premises,CLS,,
72170101,Carpet and furniture cleaning on location,CLS,,
72170102,Upholstery cleaning on customer premises,CLS,,
72170200,Carpet and upholstery cleaning plants,X,,
72170201,Carpet and rug cleaning and repairing plant,X,,
72170202,Carpet and rug cleaning plant,X,,
72170203,Carpet and rug dyeing plant,X,,
72180000,Industrial launderers,X,,
72180100,Industrial equipment launderers,X,,
72180101,Laundered mat and rug supply,X,,
72180102,"Treated equipment supply: mats, rugs, mops, cloths, etc.",X,,
72180103,Wiping towel supply,X,,
72180200,Industrial clothing launderers,X,,
72180201,Clean room apparel supply,X,,
72180202,Flame and heat resistant clothing supply,X,,
72180203,Industrial uniform supply,X,,
72180204,Radiation protective garment supply,X,,
72180205,Safety glove supply,X,,
72180206,Work clothing supply,X,,
72190000,"Laundry and garment services, nec",LAU,,
72190100,"Garment making, alteration, and repair",SER,,
72190101,"Dressmaking service, material owned by customer",SER,,
72190102,Garment alteration and repair shop,CLO,,
72190103,Seamstress,SER,,
72190104,"Tailor shop, except custom or merchant tailor",SER,,
72190200,Accessory and non-garment cleaning and repair,SER,,
72190201,Glove mending for individuals,CLO,,
72190202,Hosiery repair service,CLO,,
72190203,Pillow cleaning and renovating,HHG,,
72190204,Reweaving textiles (mending service),HHG,,
72190300,Infant laundry and garment services,SER,,
72190301,Diaper service,SER,,
72190302,Infant wear service,SER,,
72190400,Hand laundries,LAU,,
72190401,Chinese hand laundry,LAU,,
72190402,French hand laundry,LAU,,
72199900,"Laundry and garment services, nec, nec",LAU,,
72199901,"Fur garment cleaning, repairing, and storage",LAU,,
72199902,"Laundry, except power and coin-operated",LAU,,
72210000,"Photographic studios, portrait",ART,,
72219900,"Photographic studios, portrait, nec",ART,,
72219901,Home photographer,ART,,
72219902,Passport photographer,ART,,
72219903,"Photographer, still or video",ART,,
72219904,School photographer,ART,,
72219905,Transient photographer,ART,,
72310000,Beauty shops,BEU,,
72310100,Cosmetology and personal hygiene salons,BEU,,
72310101,Cosmetologist,BEU,,
72310102,Electrolysis and epilatory services,BEU,,
72310103,Facial salons,BEU,,
72310104,"Manicurist, pedicurist",BEU,,
72310200,Beauty schools,TSC,,
72310201,Beauty culture school,TSC,,
72310202,Cosmetology school,TSC,,
72310203,Hair dressing school,TSC,,
72319900,"Beauty shops, nec",BEU,,
72319901,Hairdressers,BEU,,
72319902,Unisex hair salons,BEU,,
72410000,Barber shops,BEU,,
72419900,"Barber shops, nec",BEU,,
72419901,Barber college,BEU,,
72419902,Barber shop selling wigs,BEU,,
72419903,"Hair stylist, men",BEU,,
72510000,Shoe repair and shoeshine parlors,SER,,
72510100,Shoe repair shops,SER,,
72510101,Bootblock parlor,SER,,
72510102,"Footwear, custom made",SER,,
72510103,Shoe dyeing shop,SER,,
72510104,Shoe repair shop,SER,,
72519900,"Shoe repair and shoeshine parlors, nec",SER,,
72519901,Hat cleaning and blocking shop,SER,,
72519902,Shoe shine parlor,SER,,
72610000,Funeral service and crematories,X,,
72619900,"Funeral service and crematories, nec",X,,
72619901,Crematory,X,,
72619902,Funeral director,X,,
72619903,Funeral home,X,,
72910000,Tax return preparation services,TAX,,
72990000,Miscellaneous personal service,SER,,
72990100,Personal appearance services,SER,,
72990101,Color consultant,SER,,
72990102,"Diet center, without medical staff",WTL,,
72990103,Hair weaving or replacement,BEU,,
72990104,Scalp treatment service,BEU,,
72990105,Tanning salon,TAN,,
72990106,Tattoo parlor,TAT,,
72990200,Massage parlor and steam bath services,MAS,,
72990201,Massage parlor,MAS,,
72990202,Steam bath,NO,,
72990203,Turkish bath,SPC,,
72990300,Dating and escort services,X,,
72990301,Dating service,X,,
72990302,Escort service,X,,
72990400,House and babysitting services,X,,
72990401,Babysitting bureau,X,,
72990402,House sitting,X,,
72990500,Facility rental and party planning services,X,,
72990501,Banquet hall facilities,X,,
72990502,Party planning service,X,,
72990503,"Wedding chapel, privately operated",X,,
72990504,Wedding consultant,X,,
72990600,Personal document and information services,DOC,,
72990601,Birth certificate facilities,DOC,,
72990602,Car title and tag service to individuals,DOC,,
72990603,Genealogical investigation service,DOC,,
72990604,"Information services, consumer",DOC,,
72990605,Marriage bureau,DOC,,
72990606,"Telegram service, personal",DOC,,
72990607,Visa procurement service,DOC,,
72990700,Station operation services,X,,
72990701,Comfort station operation,X,,
72990702,Rest room operation,X,,
72990800,Stitching services,SER,,
72990801,Quilting for individuals,SER,,
72990802,"Stitching, custom",SER,,
72990900,Clothing rental services,CLO,,
72990901,Costume rental,CLO,,
72990902,Dress suit rental,CLO,,
72990903,Tuxedo rental,CLO,,
72990904,"Wardrobe service, except theatrical",CLO,,
72991000,Personal financial services,OFN,,
72991001,"Debt counseling or adjustment service, individuals",OFN,,
72991002,Tax refund discounting,TAX,,
72991100,Personal item care and storage services,STF,,
72991101,Check room concession,AWK,,
72991102,"Coin-operated service machines: scales, shoe shine, etc.",OFN,,
72991103,"Locker rental, except cold storage",STF,,
72991104,Porter service,AWK,,
72991105,Valet parking,AWK,,
72991200,Consumer purchasing services,SER,,
72991201,Bartering service,SER,,
72991202,Buyers' club,AWK,,
72991203,Personal shopping service,CLO,,
72999900,"Miscellaneous personal services, nec, nec",SER,,
72999901,Apartment locating service,REA,,
72999902,College clearinghouse,AWK,,
72999903,Computer photography or portrait,ART,,
72999904,Consumer buying service,SER,,
72999905,Handyman service,CRP,,
72999906,Home improvement and renovation contractor agency,CRP,,
72999907,Pillow rental service,HHG,,
72999908,Portrait copying,ART,,
72999909,"Rental of personal items, except for recreation and medical",AWK,,
72999910,Gift wrapping services,SER,,
72999911,"Pet sitting, in-home",AWK,,
72999912,"Butcher service, processing only - does not sell meat",AWK,,
73110000,Advertising agencies,X,,
73119900,"Advertising agencies, nec",X,,
73119901,Advertising consultant,X,,
73120000,Outdoor advertising services,X,,
73129900,"Outdoor advertising services, nec",X,,
73129901,Billboard advertising,X,,
73129902,"Poster advertising, outdoor",X,,
73130000,"Radio, television, publisher representatives",X,,
73130100,Electronic media advertising representatives,X,,
73130101,Radio advertising representative,X,,
73130102,Television and radio time sales,X,,
73130200,Printed media advertising representatives,X,,
73130201,Magazine advertising representative,X,,
73130202,Newspaper advertising representative,X,,
73190000,"Advertising, nec",X,,
73190100,Transit advertising services,X,,
73190101,Bus card advertising,X,,
73190102,Car card advertising,X,,
73190103,Taxicab card advertising,X,,
73190200,Distribution of advertising material or sample services,X,,
73190201,Circular and handbill distribution,X,,
73190202,Coupon distribution,X,,
73190203,Sample distribution,X,,
73190204,"Shopping news, advertising and distributing service",X,,
73190300,Aerial advertising services,X,,
73190301,Sky writing,X,,
73199900,"Advertising, nec, nec",X,,
73199901,Display advertising service,X,,
73199902,Media buying service,X,,
73199903,"Poster advertising service, except outdoor",X,,
73220000,Adjustment and collection services,X,,
73229900,"Adjustment and collection services, nec",X,,
73229901,"Adjustment bureau, except insurance",X,,
73229902,"Collection agency, except real estate",X,,
73230000,Credit reporting services,X,,
73239900,"Credit reporting services, nec",X,,
73239901,Commercial (mercantile) credit reporting bureau,X,,
73239902,Consumer credit reporting bureau,X,,
73239903,Credit clearinghouse,X,,
73239904,Credit investigation service,X,,
73310000,Direct mail advertising services,X,,
73319900,"Direct mail advertising services, nec",X,,
73319901,Addressing service,X,,
73319902,Addressographing service,X,,
73319903,Mailing list compilers,X,,
73319904,Mailing service,X,,
73319905,Mailing list management,X,,
73319906,Mailing list brokers,X,,
73340000,Photocopying and duplicating services,SHP,,
73349900,"Photocopying and duplicating services, nec",SHP,,
73349901,Blueprinting service,SHP,,
73349902,Mimeographing,SHP,,
73349903,Multigraphing,SHP,,
73349904,Multilithing,SHP,,
73350000,Commercial photography,X,,
73359900,"Commercial photography, nec",X,,
73359901,"Aerial photography, except mapmaking",X,,
73359902,"Color separation, photographic and movie film",X,,
73359903,"Photographic studio, commercial",X,,
73359904,Still and slide file production,X,,
73360000,Commercial art and graphic design,X,,
73360100,Art design services,X,,
73360101,Chart and graph design,X,,
73360102,"Creative services to advertisers, except writers",X,,
73360103,Graphic arts and related design,X,,
73360104,Package design,X,,
73360105,Silk screen design,X,,
73360200,"Film strip, slide, and still film production",X,,
73360201,Film strip and slide producer,X,,
73360202,Still film producer,X,,
73369900,"Commercial art and graphic design, nec",X,,
73369901,Commercial art and illustration,X,,
73380000,Secretarial and court reporting,X,,
73380100,Formal writing services,X,,
73380101,Letter writing service,X,,
73380102,Resume writing service,X,,
73380200,Stenographic services,X,,
73380201,Court reporting service,X,,
73380202,Public stenographers,X,,
73389900,"Secretarial and court reporting, nec",X,,
73389901,Editing service,X,,
73389902,Proofreading service,X,,
73389903,Secretarial and typing service,X,,
73389904,Word processing service,X,,
73420000,Disinfecting and pest control services,X,,
73420100,Disinfecting services,X,,
73420101,Disinfecting and deodorizing,X,,
73420102,Rest room cleaning service,X,,
73420103,Washroom sanitation service (industrial locations),X,,
73420200,Pest control services,WPS,,
73420201,Bird proofing,WPS,,
73420202,Exterminating and fumigating,WPS,,
73420203,Pest control in structures,WPS,,
73420204,Termite control,WPS,,
73490000,"Building maintenance services, nec",CLS,,
73490100,Building and office cleaning services,CLS,,
73490101,Building cleaning service,CLS,,
73490102,"Building maintenance, except repairs",CLS,,
73490103,Hospital housekeeping,CLS,,
73490104,"Janitorial service, contract basis",CLS,,
73490105,Lighting maintenance service,CLS,,
73490106,Office cleaning or charring,CLS,,
73490107,"School custodian, contract basis",CLS,,
73490108,Service station cleaning and degreasing,CLS,,
73490200,Building component cleaning service,CLS,,
73490201,Acoustical tile cleaning service,CLS,,
73490202,Air duct cleaning,CLS,,
73490203,Chimney cleaning,CLS,,
73490204,Floor waxing,CLS,,
73490205,Exhaust hood or fan cleaning,CLS,,
73499900,"Building maintenance services, nec, nec",CLS,,
73499901,Chemical cleaning services,CLS,,
73499902,"Cleaning service, industrial or commercial",CLS,,
73499903,"Maid services, contract or fee basis",CLS,,
73499904,Telephone booth cleaning and maintenance,CLS,,
73499905,Window blind cleaning,CLS,,
73499906,Window cleaning,CLS,,
73520000,Medical equipment rental,X,,
73529900,"Medical equipment rental, nec",X,,
73529901,Invalid supplies rental,X,,
73530000,Heavy construction equipment rental,X,,
73530100,Oil equipment rental services,X,,
73530101,"Oil field equipment, rental or leasing",X,,
73530102,"Oil well drilling equipment, rental or leasing",X,,
73539900,"Heavy construction equipment rental, nec",X,,
73539901,"Cranes and aerial lift equipment, rental or leasing",X,,
73539902,"Earth moving equipment, rental or leasing",X,,
73590000,"Equipment rental and leasing, nec",X,,
73590100,Home cleaning and maintenance equipment rental services,X,,
73590101,Carpet and upholstery cleaning equipment rental,X,,
73590102,Floor maintenance equipment rental,X,,
73590103,Laundry equipment leasing,X,,
73590200,Coin-operated machine rental services,X,,
73590201,Coin-operated video game rental,X,,
73590202,Vending machine rental,X,,
73590300,Pallet rental services,X,,
73590301,Pallet box rental,X,,
73590400,Aircraft and industrial truck rental services,X,,
73590401,Aircraft rental,X,,
73590402,Industrial truck rental,X,,
73590500,Business machine and electronic equipment rental services,X,,
73590501,Audio-visual equipment and supply rental,X,,
73590502,"Electronic equipment rental, except computers",X,,
73590503,Geophysical equipment rental,X,,
73590504,Mobile communication equipment rental,X,,
73590505,"Office machine rental, except computers",X,,
73590506,Sound and lighting equipment rental,X,,
73590600,Party supplies rental services,X,,
73590601,"Dishes, silverware, tables, and banquet accessories rental",X,,
73590700,"Home appliance, furniture, and entertainment rental services",X,,
73590701,Appliance rental,X,,
73590702,Furniture rental,X,,
73590703,Home entertainment equipment rental,X,,
73590704,Hot tub and spa rental,X,,
73590705,Television rental,X,,
73590706,Video cassette recorder and accessory rental,X,,
73590800,Animal and plant rental services,X,,
73590801,Animal rental,X,,
73590802,Live plant rental,X,,
73590900,Musical instrument rental services,X,,
73590901,Piano rental,X,,
73599900,"Equipment rental and leasing, nec, nec",X,,
73599901,Garage facility and tool rental,X,,
73599902,Lawn and garden equipment rental,X,,
73599903,Photographic equipment rental,X,,
73599904,Portable toilet rental,X,,
73599905,Propane equipment rental,X,,
73599906,"Rental store, general",X,,
73599907,Shipping container leasing,X,,
73599908,Sign rental,X,,
73599909,Stores and yards equipment rental,X,,
73599910,Tent and tarpaulin rental,X,,
73599911,Tool rental,X,,
73599912,"Work zone traffic equipment (flags, cones, barrels, etc.)",X,,
73610000,Employment agencies,X,,
73610100,Placement agencies,X,,
73610101,Executive placement,X,,
73610102,Labor contractors (employment agency),X,,
73610103,Ship crew agency,X,,
73610104,Teachers' agency,X,,
73610200,Registries,X,,
73610201,Chauffeur registry,X,,
73610202,Maid registry,X,,
73610203,Model registry,X,,
73610204,Nurses' registry,X,,
73630000,Help supply services,X,,
73630100,Labor resource services,X,,
73630101,Employee leasing service,X,,
73630102,Manpower pools,X,,
73630103,Temporary help service,X,,
73639900,"Help supply services, nec",X,,
73639901,Chauffeur service,X,,
73639902,Domestic help service,X,,
73639903,Engineering help service,X,,
73639904,Industrial help service,X,,
73639905,Medical help service,X,,
73639906,Modeling service,X,,
73639907,Office help supply service,X,,
73639908,"Pilot service, aviation",X,,
73639909,Truck driver services,X,,
73639910,Usher service,X,,
73639911,Boat crew service,X,,
73710000,Custom computer programming services,X,,
73710100,Custom computer programming services,X,,
73710101,"Computer software systems analysis and design, custom",X,,
73710200,Computer software writing services,X,,
73710201,Computer code authors,X,,
73710202,"Computer software writers, freelance",X,,
73710300,Computer software development and applications,X,,
73710301,Computer software development,X,,
73710302,Software programming applications,X,,
73720000,Prepackaged software,X,,
73729900,"Prepackaged software, nec",X,,
73729901,Application computer software,X,,
73729902,Business oriented computer software,X,,
73729903,Educational computer software,X,,
73729904,Home entertainment computer software,X,,
73729905,Operating systems computer software,X,,
73729906,Publisher's computer software,X,,
73729907,Utility computer software,X,,
73729908,Word processing computer software,X,,
73730000,Computer integrated systems design,X,,
73730100,Systems software development services,X,,
73730101,Computer systems analysis and design,X,,
73730102,"Systems engineering, computer related",X,,
73730200,Systems integration services,X,,
73730201,Local area network (LAN) systems integrator,X,,
73730202,Office computer automation systems integration,X,,
73730300,Computer system selling services,X,,
73730301,"Turnkey vendors, computer systems",X,,
73730302,"Value-added resellers, computer systems",X,,
73730400,Computer-aided system services,X,,
73730401,Computer-aided design (CAD) systems service,X,,
73730402,Computer-aided engineering (CAE) systems service,X,,
73730403,Computer-aided manufacturing (CAM) systems service,X,,
73740000,Data processing and preparation,X,,
73740100,Computer processing services,X,,
73740101,Calculating service (computer),X,,
73740102,Computer graphics service,X,,
73740103,Computer time-sharing,X,,
73740104,"Service bureau, computer",X,,
73749900,"Data processing and preparation, nec",X,,
73749901,Data entry service,X,,
73749902,Data processing service,X,,
73749903,Data verification service,X,,
73749904,Keypunch service,X,,
73749905,Optical scanning data service,X,,
73749906,Tabulating service,X,,
73750000,Information retrieval services,X,,
73759900,"Information retrieval services, nec",X,,
73759901,Data base information retrieval,X,,
73759902,On-line data base information retrieval,X,,
73759903,Remote data base information retrieval,X,,
73760000,Computer facilities management,X,,
73770000,Computer rental and leasing,X,,
73779900,"Computer rental and leasing, nec",X,,
73779901,"Computer hardware rental or leasing, except finance leasing",X,,
73779902,Computer peripheral equipment rental and leasing,X,,
73780000,Computer maintenance and repair,X,,
73789900,"Computer maintenance and repair, nec",X,,
73789901,Computer and data processing equipment repair/maintenance,X,,
73789902,Computer peripheral equipment repair and maintenance,X,,
73790000,"Computer related services, nec",X,,
73790100,Computer related maintenance services,X,,
73790101,Disk and diskette conversion service,X,,
73790102,Disk and diskette recertification service,X,,
73790103,Tape recertification service,X,,
73790104,Word processing equipment maintenance,X,,
73790105,Computer data escrow service,X,,
73790200,Computer related consulting services,X,,
73790201,Computer hardware requirements analysis,X,,
73790202,Data processing consultant,X,,
73790203,Online services technology consultants,X,,
73799900,"Computer related services, nec",X,,
73799901,Diskette duplication service,X,,
73810000,Detective and armored car services,X,,
73810100,Guard services,X,,
73810101,Armored car services,X,,
73810102,Burglary protection service,X,,
73810103,Guard dog rental,X,,
73810104,"Protective services, guard",X,,
73810105,Security guard service,X,,
73810200,Detective services,X,,
73810201,Detective agency,X,,
73810202,Fingerprint service,X,,
73810203,Lie detection service,X,,
73810204,Private investigator,X,,
73820000,Security systems services,X,,
73829900,"Security systems services, nec",X,,
73829901,Burglar alarm maintenance and monitoring,X,,
73829902,Fire alarm maintenance and monitoring,X,,
73829903,"Protective devices, security",X,,
73829904,Confinement surveillance systems maintenance and monitoring,X,,
73830000,News syndicates,X,,
73839900,"News syndicates, nec",X,,
73839901,"News correspondents, independent",X,,
73839902,News feature syndicate,X,,
73839903,"News pictures, gathering and distributing",X,,
73839904,News reporting services for newspapers and periodicals,X,,
73839905,News ticker service,X,,
73839906,Press service,X,,
73840000,Photofinish laboratories,SHP,,
73840100,Photographic services,SHP,,
73840101,Photofinishing laboratory,SHP,,
73840102,Photograph developing and retouching,SHP,,
73840103,Photograph enlarging,SHP,,
73840104,"Photofinishing laboratory, except one-hour",SHP,,
73840200,Film developing services,SHP,,
73840201,Film developing and printing,SHP,,
73840202,Film processing and finishing laboratory,SHP,,
73840203,"Home movies, developing and processing",SHP,,
73890000,"Business services, nec",X,,
73890100,"Personal service agents, brokers, and bureaus",X,,
73890101,Artists' agents and brokers,X,,
73890102,Authors' agents and brokers,X,,
73890103,"Brokers, contract services",X,,
73890104,Lecture bureau,X,,
73890105,Playwrights' brokers,X,,
73890106,Speakers' bureau,X,,
73890200,Inspection and testing services,X,,
73890201,Air pollution measuring service,X,,
73890202,Athletic equipment inspection service,X,,
73890203,Building inspection service,X,,
73890204,Commodities sampling,X,,
73890205,Commodity inspection,X,,
73890206,Cotton sampling and inspection service,X,,
73890207,Industrial and commercial equipment inspection service,X,,
73890208,Petroleum refinery inspection service,X,,
73890209,Pipeline and power line inspection service,X,,
73890210,Safety inspection service,X,,
73890211,Sewer inspection service,X,,
73890300,"Advertising, promotional, and trade show services",X,,
73890301,Convention and show services,X,,
73890302,Coupon redemption service,X,,
73890303,Demonstration service,X,,
73890304,Embroidery advertising,X,,
73890305,Exhibit construction by industrial contractors,X,,
73890306,"Field audits, cable television",X,,
73890307,Mannequin decorating service,X,,
73890308,Promoters of shows and exhibitions,X,,
73890309,Trade show arrangement,X,,
73890310,Trading stamp promotion and redemption,X,,
73890311,Window trimming service,X,,
73890400,Textile and apparel services,X,,
73890401,"Apparel designers, commercial",X,,
73890402,Apparel pressing service,X,,
73890403,Batik work,X,,
73890404,"Cloth cutting, bolting, or winding",X,,
73890405,"Corset representatives, fitting only",X,,
73890406,"Hand painting, textile",X,,
73890407,Hosiery pairing,X,,
73890408,Rug binding,X,,
73890409,"Styling of fashions, apparel, furniture, textiles, etc.",X,,
73890410,"Styling, wigs",X,,
73890411,Textile designers,X,,
73890412,Textile folding and packing services,X,,
73890413,"Textiles, sponging or shrinking",X,,
73890500,Reservation services,X,,
73890501,Accomodation locating services,X,,
73890502,Hotel and motel reservation service,X,,
73890503,Restaurant reservation service,X,,
73890600,Interior design services,X,,
73890601,Decoration service for special events,X,,
73890602,Interior designer,X,,
73890603,Interior decorating,X,,
73890700,Finishing services,X,,
73890701,Bathroom fixture reglazing,X,,
73890702,Furniture finishing,X,,
73890703,Laminating service,X,,
73890800,Mapmaking services,X,,
73890801,"Mapmaking or drafting, including aerial",X,,
73890802,Photogrammatic mapping,X,,
73890900,Financial services,X,,
73890901,Charge account service,X,,
73890902,Check validation service,X,,
73890903,Credit card service,X,,
73891000,Telephone services,X,,
73891001,Telephone answering service,X,,
73891002,Correct time service,X,,
73891003,"Switchboard operation, private branch exchanges",X,,
73891004,Teleconferencing services,X,,
73891005,Telemarketing services,X,,
73891006,"Telephone directory distribution, contract or fee basis",X,,
73891007,Telephone solicitation service,X,,
73891008,Pay telephone network,X,,
73891100,Music and broadcasting services,X,,
73891101,Music copying service,X,,
73891102,Music distribution systems,X,,
73891103,Radio broadcasting music checkers,X,,
73891104,Radio transcription service,X,,
73891105,"Recording studio, noncommercial records",X,,
73891106,Music recording producer,X,,
73891107,Audio cassette duplication services,X,,
73891200,Packaging and labeling services,X,,
73891201,"Labeling bottles, cans, cartons, etc.",X,,
73891202,Mounting merchandise on cards,X,,
73891300,Legal and tax services,TAX,,
73891301,Arbitration and conciliation service,X,,
73891302,Bail bonding,X,,
73891303,Bondsperson,X,,
73891304,Copyright protection service,X,,
73891305,"Drawback service, customs",X,,
73891306,Notary publics,X,,
73891307,Paralegal service,X,,
73891308,Patent brokers,X,,
73891309,Process serving service,X,,
73891310,Repossession service,X,,
73891311,Tax collection agency,X,,
73891312,Tax title dealers,X,,
73891400,"Auction, appraisal, and exchange services",X,,
73891401,"Appraisers, except real estate",X,,
73891402,"Auctioneers, fee basis",X,,
73891403,Barter exchange,X,,
73891404,Bottle exchange,X,,
73891405,Bottle sorting,X,,
73891406,Flea market,X,,
73891407,Merchandise liquidators,X,,
73891408,Time-share condominium exchange,X,,
73891500,Lettering and sign painting services,X,,
73891501,Lettering service,X,,
73891502,Show card and poster painting,X,,
73891503,Sign painting and lettering shop,X,,
73891600,Mailing and messenger services,SHP,,
73891601,Courier or messenger service,X,,
73891602,Florist telegraph service,X,,
73891603,Mailbox rental and related service,SHP,,
73891604,Post office contract stations,X,,
73891605,Presorted mail service,X,,
73891700,Brokers' services,X,,
73891701,"Brokers, business: buying and selling business enterprises",X,,
73891702,Fish broker,X,,
73891703,Log and lumber broker,X,,
73891704,Photography brokers,X,,
73891705,Yacht brokers,X,,
73891706,Printing broker,X,,
73891800,Design services,X,,
73891801,"Design, commercial and industrial",X,,
73891802,Hand tool designers,X,,
73891803,Shoe designers,X,,
73891900,Metal cutting services,X,,
73891901,Metal slitting and shearing,X,,
73891902,Scrap steel cutting,X,,
73899900,"Business services, nec, nec",X,,
73899901,Automobile recovery service,X,,
73899902,"Balloons, novelty and toy",X,,
73899903,"Bronzing, baby shoes",X,,
73899904,Building scale models,X,,
73899905,"Child restraint seat, automotive: rental",X,,
73899906,Coffee service,X,,
73899907,Contractors' disbursement control,X,,
73899908,"Cosmetic kits, assembling and packaging",X,,
73899909,Crane and aerial lift service,X,,
73899910,"Divers, commercial",X,,
73899911,Document and office record destruction,X,,
73899912,Document embossing,X,,
73899913,"Drafting service, except temporary help",X,,
73899914,Drive-a-way automobile service,X,,
73899915,Engraving service,X,,
73899916,"Engrossing: diplomas, resolutions, etc.",X,,
73899917,Field warehousing,X,,
73899918,Filling pressure containers,X,,
73899919,Fire extinguisher servicing,X,,
73899920,Fire protection service other than forestry or public,X,,
73899921,Flagging service (traffic control),X,,
73899922,Float decoration,X,,
73899923,Fund raising organizations,X,,
73899924,Gas system conversion,X,,
73899925,"Grinding, precision: commercial or industrial",X,,
73899926,Handwriting analysis,X,,
73899927,Human skeleton preparation,X,,
73899928,"Ice surface maintenance: hockey, curling, etc.",X,,
73899929,Inventory computing service,X,,
73899930,Marine reporting,X,,
73899931,"Meter readers, remote",X,,
73899932,Microfilm recording and developing service,X,,
73899933,Office facilities and secretarial service rental,X,,
73899934,Patrol of electric transmission or gas lines,X,,
73899935,Personal investigation service,X,,
73899936,Photographic library service,X,,
73899937,Pilot car escort service,X,,
73899938,Plant care service,X,,
73899939,Press clipping service,X,,
73899940,Printed circuitry graphic layout,X,,
73899941,Product sterilization service,X,,
73899942,Purchasing service,X,,
73899943,"Racetrack cleaning, except buildings",X,,
73899944,Relocation service,X,,
73899945,"Salvaging of damaged merchandise, service only",X,,
73899946,Sewing contractor,X,,
73899947,Solvents recovery service,X,,
73899948,Swimming pool and hot tub service and maintenance,X,,
73899949,Tape slitting,X,,
73899950,Tobacco sheeting service,X,,
73899951,Tombstone engraving,X,,
73899952,Tourist information bureau,TOU,,
73899953,Translation services,X,,
73899954,Water softener service,X,,
73899955,"Weighing, food and commodity",X,,
73899956,Welcoming services,X,,
73899957,Aquarium design and maintenance,X,,
73899958,"Subscription fulfillment services: magazine, newspaper, etc.",X,,
73899959,Explosives recovery or extraction services,X,,
73899960,"Estimating service, construction",X,,
73899961,Aquatic weed maintenance,X,,
